clade_name	WAMP34	WAMP33	WAMP29	WAMP27	WAMP26	WAMP25	WAMP24	WAMP23	WAMP22	WAMP21	WAMP20	WAMP19	WAMP18	WAMP15	WAMP14	WAMP13	WAMP12	WAMP11	WAMP10	WAMP09	WAMP07	WAMP06	WAMP05	WAMP04	WAMP03	WAMP02	TAF018B	TAF018A	TAF017E	TAF017C	TAF017A	TAF008B	PYK005A	PYK004A	PYK003A	PYK002A	PYK001A	OAK005A	OAK004A	OAK003A	OAK002A	OAK001A	ESA008A	ESA007A	ESA006A	ESA004A	ESA003A	ERR3579826	ERR3579825	ERR3579824	ERR3579823	ERR3579822	ERR3579821	ERR3579820	ERR3579819	ERR3307054	ERR3307053	ERR3307052	ERR3307051	ERR3307050	ERR3307049	ERR3307048	ERR3307047	ERR3307046	ERR3307045	CS48	CS47	CS46	CS45	CS44	CS43	CS42	CS40	CS39	CS38	CS37	CS36	CS35	CS34	CS33	CS32	CS31	CS30	CS29	CS28	CS27	CS26	CS24	CS23	CS22	CS21	CS20	CS19	CS18	CS17	CS16	CS15	CS14	CS13	CS12	CS11	CS10	CS09	CS08	CS04	CS03	CS02	CS01	CHS36	CHS31	CHS29	CHS27	CHS26	CHS22	CHS14	CHS03	CHS01	Abusir1594	Abusir1574	Abusir1519	Edo10	Edo9	Edo8	Edo4	Edo3	Edo2	Edo1
Porphyromonas_gingivalis	0	0.24284	0.01765	0.06297	0.00752	0	0.0551	0.02754	0.11303	0.01084	0.05065	0.02399	0.01936	0.03328	0	0.10611	0.00594	0.00946	0.04756	0	0.07327	0.0247	0.1506	0	0.84263	0.0046	0.06287	0	0	0	0	0.03156	0.20042	0.04869	0.06351	0.20114	0.20028	0	0.1692	0.04645	0.03087	0	0.45043	0.03138	0.02978	0	0.06047	0	0.00866	0.05982	0.16067	0.11728	0.00083	0.05586	3.23978	1.28687	0.64132	0.439	0.00377	0.04485	0.31119	1.57332	0	0.02101	0.01402	0.50279	0.8647	0.0164	0.17659	0.10014	0.13722	0.23673	1.63427	0.17693	0.42346	0.1798	0.95836	0.34182	0.10956	0.40607	5.45239	0.3702	0	0.02176	0.04912	0.80189	0.73263	0.3023	0.41629	0.30776	0.06765	0.10534	0.32748	0.06156	3.62482	0.23432	0.29154	0	0.00985	0.16591	0.78543	0.11454	0.12921	0.1643	0.9218	0.004	0.39053	0.19068	0.00295	0.13718	0	0.09946	0.02039	0	0.00228	0.00293	0.00873	0.03052	0	0.05615	0	0.08204	0.15486	0.03585	0	0.15501	0.01022
Neisseria_sicca	1.04456	0.02735	0	0.02881	0	0.13552	3.7098	0.42341	0.16095	0	0	0	0.19967	7.93884	0.54851	0	0	6.06193	0.46685	0	4.39166	0.21415	0.00809	6.04059	3.69276	0.16855	0.43337	0.18482	0	6.83352	0	0.0028	0	0.57927	0	0.25254	0	0.01874	0.22434	0	2.98272	0	0.07454	0	0.1877	0.21388	3.86307	0.34432	3.32037	0.03277	2.89935	3.16761	5.42382	2.41352	5.72849	0.06471	0.60054	0.88175	20.39755	0.08882	3.14961	2.54452	3.49425	18.33011	12.13332	0	0.08552	0.33083	8.15881	1.03031	0	5.39422	0	0.04525	0	0.01404	0	0	13.34976	0.15869	0.47945	0.5129	0.19066	23.15987	0	0	0	1.26041	4.17198	10.58074	0.29425	0.0237	14.32029	13.54474	0.03526	7.81655	0.35103	0.04419	6.30298	0.52017	0	9.18677	0.01903	2.91179	0	0.00103	0	0.72969	0	0.04507	0	0	0	0	0	0.02442	0	0.00667	0	0.44544	0	0	0	0	12.87518	0	0
Neisseria_elongata	0.32584	0.01257	0	0.00688	0	0.57833	1.1366	0.09167	0.09989	0.03175	0	0	0.02837	7.07101	0.2612	0.19142	0	3.82586	0.36139	0	0.90176	0.37206	0.37974	3.98523	0.96582	0.30265	0.67465	0.32882	0	2.25815	0	0.03756	0	0.18709	0	0.00748	0	0	0.0692	0	1.75842	0	0.08918	0.0147	0.03236	0.11106	0.90656	1.14666	0.87309	1.97828	0.90232	0.6486	5.61904	0.65598	0.59199	0.00387	0.50111	1.0312	7.29078	4.32658	0.51087	1.30872	0.08713	6.11995	6.93754	0	0.08093	1.69879	4.69299	0.46845	0	0.64407	0	0.02583	0	0.00073	0	0	3.10737	0.0746	0.05748	0.17273	0.02663	2.36687	0	0	0	1.14208	1.90142	2.13349	0.03265	0.01593	1.72749	2.48308	0.02274	1.81883	0.15432	0.17142	1.5008	0.35222	0	2.56187	0.2112	2.09687	0.02905	0	0	0.24991	0	0	0	0	0	0	0	0	0	0.00954	0	0.15395	0	0	0	0	4.16071	0	0
Capnocytophaga_ochracea	0.02175	0.04488	0.18255	0.058	0	0	0.22847	0.23651	0.18531	0.07365	0.05563	0.05037	0.08087	0.1381	0.41206	0.16169	0.02073	0.34209	0.10506	0	0.22371	0.12343	0.00664	0.32243	0.54855	0.24491	0	0	0	0.26814	0	0.01221	0	0.06861	0.00218	0.0432	0.04971	0.13963	0.18074	0.00711	0.05996	0	0.08374	0.04825	0.14404	0.5651	0.18463	0.22583	0.58033	0.02933	0.03456	0.24625	0.09624	0.06696	0.11983	0.03487	0.00717	0.08238	0.03664	0.13236	0.09901	0.34419	0.12285	0	0.00114	0	0.08848	1.12592	0.22346	0.7031	0	0.08958	0	0.20606	0	0.00928	0	0	0.07999	0.2511	0.02957	0.07644	0.25074	0.01471	0	0	0.00177	0.65148	0.12549	0.21562	0.00582	0.00324	0.13596	0.07061	0.00442	0.09162	0.32018	2.34353	0.62839	0.28878	0.06374	0.31744	0.28619	0.33255	0.17426	0.00356	0	0.07352	0	0.03911	0	0	0.02945	0.00112	0	0.01242	0.00726	0.01114	0	0.14697	0.0002	0	0	0	0.05331	0	0
Candidatus_Saccharibacteria_bacterium_oral_taxon_955	0.01532	0.02347	0	0.05356	0	0	0.18358	0.02001	0.057	0.00245	0	0.14771	0.51111	0.26536	0	0.06856	0	2.07514	0.03407	0.02019	0.0621	1.64904	0.00794	2.00494	1.60407	4.79257	0.69763	0.25532	0	1.06981	0	0.88567	0	1.23457	0	0.01223	0	0.76929	0.09718	0.02402	0	0	0.50407	0.09126	0.67416	1.01518	1.37563	0.03064	1.27304	0.17737	1.18547	0.00442	0	0.46619	0.49089	0.00221	0.01172	0.7497	0	0.17998	0.14495	0.52115	0.12524	0	0	0	0.17661	26.48094	0.14614	0.06563	0	0.38844	0	1.11999	0	0.00422	0.05022	0	0.30512	0.21819	0.08564	0.12481	1.08438	0.7337	0	0	0.04335	1.56048	0.85124	6.16797	0	0	0.13845	0.20667	0.01538	0.30247	0.1781	0.95372	0.67445	1.07465	0.02753	0.09715	0.53533	0.08712	0.6296	0	0	0	0	0.01257	0	0	0	0	0	0.06149	0.05282	0.14221	0	0.58924	0	0	0	0	2.44117	0	0
Streptococcus_oralis	0.47138	0.00846	0	0.11032	0	0	0.15437	0.23813	0.02798	0.02566	0.0031	0	0.06515	0.73537	0.02637	0.07867	0	1.16725	0.13848	0	0.38006	0.05237	0.16377	1.09363	0.55285	0.42186	0.2914	0	0	0.72144	0	0.01321	0	0.24089	0	0.11644	0	0.02036	0.05116	0	0.87598	0	0.07763	0.02975	0.07909	0.11612	1.11474	0.15196	2.41219	1.95294	1.83322	1.05388	0.93488	0.53576	1.64013	0.11496	0.51885	1.07484	2.09578	3.28485	2.90583	1.26181	1.72387	2.05489	0.5371	0	0.22023	0.10041	1.99436	0.33178	0	0.47403	0	0.03431	0	0.0122	0	0	0.86357	0	0.07775	0.82876	0	3.47261	0	0	0	0.16178	0.88909	0.26509	0.08812	0.00984	4.92889	4.84098	0	0.4779	0.18165	0.0674	0.84559	0.46086	0	0.76192	0.03912	1.33021	0	0	0	0.22459	0	0.0045	0	0	0	0.00079	0	0.01877	0.00429	0	0	0.03944	0	0	0	0	0.3461	0	0
GGB3385_SGB4472	0.00499	0.01249	0.01358	0.03362	0	0	0.3882	0.12952	0.02387	0.17113	0.00894	0.05548	0.03994	0.59215	0.38408	0.11754	0.00059	0.58636	0.12812	0	0.62175	0.23932	0.01942	0.58001	0.39513	0.83965	0.1439	0.01466	0	0.54695	0	0.15494	0	0.1779	0	0.07889	0	0.18517	0.07852	0.00346	0.17837	0	0.09414	0.14366	0.02986	0.12839	0.30579	0.16338	0.26788	0.15602	0.15692	0.21667	0.27521	0.22724	0.46387	0.151	0.02773	0.18101	0.41382	0.65599	0.22557	0.14392	0.18319	0.14994	0.29057	0	0.064	0.44381	0.02008	1.28998	0	0.353	0	0.01451	0	0.02092	0	0	0.18258	0	0.02238	0.68776	0.00305	0.46655	0	0	0	0.46456	0.4444	0.20946	0	0.00962	0.24359	0.17082	0	0.1927	0.1718	1.12788	0.53509	0.11017	0	0.31329	0.11445	0.1992	0	0	0	0.23799	0	0.03735	0	0	0	0.01077	0	0.11368	0.00651	0.00485	0	0.18695	0	0	0	0	0.77874	0	0
GGB51110_SGB71326	0.72337	0	0.3997	1.35222	0.11936	0	0.11931	0	0.0384	0.69008	0.56996	0	0.0181	0.269	0	0.04497	7.44663	0.01821	0.28894	0.44635	0.01505	0.4514	0.00202	0.01461	0.35072	0.01023	0	0	0	0	0	0	0	0	0.46787	0	0.22922	0	0	0	0	0	0.31346	2.14963	0.04497	0.26672	0.01426	0	0	0	0	0	0	0	0	0.46932	0	0	0	0	0	0	0	0	0	20.35852	13.15941	0.00946	1.58786	0.43118	42.2218	3.50854	0	14.59821	1.1834	14.99769	0.02375	0.13649	0	11.70752	12.60721	0.10102	7.40134	0.04319	48.70196	1.48057	16.06457	11.48959	0.00724	2.68058	32.39721	1.23832	0	0.07265	0	0.22435	0	1.4847	1.09299	17.95461	0	4.93981	26.71351	0.02178	0	46.77429	7.96632	0	8.81497	0	0.06662	5.11742	1.30421	1.90873	23.96716	3.90849	0.61561	0.02215	0.85025	24.69535	11.35815	9.16114	6.25373	45.98839	0	1.44	23.49175
Parvimonas_micra	0.70094	0.4375	0.08901	0.10283	0.00525	0.06008	0.03462	0.36939	0.04431	0	0.34288	0.33653	0.2787	0.05013	0.01025	0.43913	0.29995	0.20887	0	0	0.01192	0	0	0.1851	0.53074	0.00547	0.11806	0	0	0	0	0.04128	0	0.09776	0.06559	0.67864	0.02185	0.10642	0.00692	0.05002	0.00074	0.34227	0.04195	0.03006	0.36309	0.01174	0.14486	0	0.03537	0.02502	0.07137	0.04424	0	0.02437	0.38611	0.27247	0.01945	0.02137	0	0.01304	0.03324	0.06856	0.12476	0	0	1.5297	1.86903	0	0.25711	0	0.03434	0.11184	2.1097	0.03591	0.00862	0.17477	0	0.06381	0.23188	2.39013	1.67833	0.0399	0.55942	0.01088	0.02113	0	0.81465	0.10989	0.23914	0.04969	0.11866	0.00483	0.77829	0.07362	0.018	1.36878	0.3998	0	0	0.15481	2.52179	0.288	0.21273	1.46979	0.9955	0.08183	0.25916	1.48239	0	2.78342	0	0.03358	0.15216	0.2838	0.24683	0.2009	0.37409	0.06114	0	0.15733	0	0.02996	0.07695	0.00227	0	0.00103	0.0205
Olsenella_uli	0	0.03214	0.00971	0.0176	1.19748	0	0	0.00126	0.00188	0.03791	0.23765	0.64504	0.07015	0.01067	0	0.10431	0.2518	0.01299	0	0.02215	0.05356	0	0.01674	0.01102	0.06865	0.00734	0.10391	0	0	0.08832	0	0.03542	0.50425	0.30063	0.15748	0.16741	0.02162	0.0062	0.29761	0.03048	0.08217	0	0.04562	0.11586	0.00937	0	0.1082	0.28075	0.06025	0.43827	0.69663	0.43905	0.0675	0.48832	0.22704	0.15945	3.35498	2.53463	0.14031	0.02318	0.05219	0.15003	0.10018	0	0	0	0.26536	0.0207	0	1.00671	0.00665	0.01761	0.10224	0.00068	0.02818	0.09808	0	0.01269	0.12944	0.65053	0.07536	0.04829	0	0	0.05947	0	0	0.05189	0.01766	0.07291	0.2762	0.03262	0	0	0.25304	0.03983	0.16258	0	0.09509	0.05625	0.39477	0.03853	0.06948	0	0.15754	0.13324	0.27187	0.01947	0.03553	0.38333	0	0	0	0.6925	0.33117	0.0276	0.13801	0.24271	0	0.04397	0.20028	0.39503	0.07648	0.19926	0.00584	0.08355	0.86857
Campylobacter_gracilis	0.04099	0.10994	0.17103	0.06797	0.00734	0.00847	0.20763	0.35163	0.35076	0.14856	0.11588	0.10971	0.24483	0.13371	0.09324	0.16835	0.09068	0.02724	0	0.00946	0.06392	0.15891	0.00249	0.02826	0.40244	0.01048	0	0	0	0.13391	0	0.16675	0	0.28318	0.01069	0.16478	0.14797	0.76371	0.23679	0.04686	0.02894	0.0094	0.1182	0.22296	0.05309	0.16085	0.17708	0.41948	0.39751	0.20875	0.06617	1.2728	0.06269	0.12307	0.10871	0.36986	0.02156	0.1139	0.14846	0.00916	0.11896	0.28742	0.434	0	0	0	0.05055	0.1519	0.033	0.29061	0	0.07346	0	0.12302	0.0044	0.0527	0	0	0.02681	0.06635	0.02302	0.08	0.12369	0.00912	0	0	0	0.03524	0.14793	0.02404	0.00382	0.00199	0.02417	0	0	0.02407	0.10573	0.22747	0.05669	0.19252	0.05076	0.1439	0.20968	0.34845	0.06994	0.02704	0.00015	0.13668	0	0.19905	0	0	0.00676	0.00053	0	0.01319	0.01068	0.01493	0	0.12052	0.03978	0	0	0	0.01243	0.00286	0.00203
Eubacterium_nodatum	0.11817	0.04151	0.01945	0.01559	0.40959	0	0	0.01947	0.01407	0.07606	0.07316	0.6404	0.2032	0.03985	0	0.02242	0.05239	0.00352	0.02489	0.01336	0.00994	0.0207	0.10031	0.00572	0.04901	0.00886	0	0	0	0	0	0.18543	0.24087	0.00384	0.36668	0.45583	0.04685	0	0	0.24623	0	1.75021	0.00459	0.01901	0.06462	0.00264	0.01789	0.0197	0.05605	0.80198	2.71514	0	0	0.04081	0.22827	0.11953	0.81542	0.61101	0	0.00096	0.03116	0.04699	0.0578	0	0.00242	1.01623	0.41674	0	0.13238	0	0.15904	0.13292	0.23602	0.01839	1.54769	0.06349	0.18388	0.30989	0.08047	0.35293	0.28173	0.15709	0	0.00845	0.02884	1.03537	0.96487	0.01855	0.22875	0.01813	0.01969	0.00619	0.06552	0	0.10349	0.04586	1.0161	0	0.05148	0.34823	1.45629	0.16483	0.04482	0.22448	0.25118	0.11881	0.61014	0.06797	0.0382	0.82074	0.02761	0.02281	0.06028	0.03238	1.26397	0.55401	0.29711	0.1171	0	0.25941	0.02917	0.27716	0.13763	0.02058	0	0.10869	1.02602
Cardiobacterium_valvarum	0.02373	0.02893	0.00464	0.03886	0	0	0.70857	0.64636	0.25762	0.03317	0.00832	0.04572	0.10239	0.19805	2.19535	0.0951	0	0.50834	0.10919	0	0.25633	0.23551	0.05588	0.50748	0.28121	2.68714	0.54345	0.0044	0	0.20565	0	0.04218	0	0.25353	0	0.01484	0	0.3064	0.27652	0	0.31911	0	0.14513	0.01118	0.07288	0.94006	0.3962	1.0476	0.96141	0.12728	0.4044	1.54892	0.57783	0.45162	0.08701	0.1223	0.02463	0.78303	0.18939	1.06695	0.26465	0.3006	1.24711	0.17689	0.60596	0	0.02209	2.49902	0.1013	0.78434	0	0.05593	0	0.02035	0	0	0	0	0.10353	0.0603	0.00227	0.07143	0.11124	0.03273	0	0	0	0.70549	0.41278	0.06644	0	0.003	0.07574	0.01743	0	0.14126	0.04896	1.099	0.217	0.08971	0	0.27083	0.27606	0.67646	0.04993	0.00546	0	0.72399	0	0.0201	0	0	0	0	0	0.00351	0	0.00451	0	0.22895	0	0	0	0	0.01901	0	0
Leptotrichia_sp_oral_taxon_212	0.24314	0.00754	0	0.02208	0	0	0.44683	0.09338	0.01876	0.01915	0	0	0.01457	0.52535	0.07331	0.00971	0	0.92947	0.32148	0	0.12226	0.158	0.0065	0.99352	1.03302	0.31516	0.0691	0	0	0.62962	0	0	0	0.25814	0	0.0098	0	0.04962	0.13113	0	0.58141	0	0.00529	0	0.0227	0.25326	0.19963	0.11663	0.23039	0.19285	0.49589	0.36424	0.44228	0.25116	0.135	0.02813	0.01868	0.41337	0.51946	0.95158	0.38036	0.31049	1.10301	1.97764	0.31999	0	0.05729	0.42717	1.22571	1.15482	0	0.8934	0	0	0	0.00989	0	0	1.10301	0.15911	0.0576	0.40104	0.09163	3.55621	0	0	0	1.78416	1.4146	0.25699	0.04332	0.01927	2.85993	1.37596	0	1.17526	0.1653	1.70817	3.23385	0.32287	0	2.6919	0.07124	0.94416	0	0.00341	0	0.4107	0	0	0	0	0	0	0	0.01179	0	0.01383	0	0.17371	0	0	0	0	0.45257	0	0
Prevotella_loescheii	0	0.01245	0.00293	0.03766	0	0.02181	0.31598	0.12009	0.03788	0.0221	0	0.00652	0.06505	0.92811	0.07331	0.01673	0	0.37216	0.31691	0	0.19732	0.07412	0	0.36119	0.65097	0.35656	0	0	0	0.89435	0	0.0095	0	0.60935	0	0.03665	0	0.11633	0.1204	0	0.02944	0	0.14547	0.00174	0.02039	0.47971	1.01606	0.34606	1.05036	0.02722	0.10961	0.49816	0.31923	0.53606	0.38228	0.0471	0.1315	0.53693	0	0.71647	0.10436	0.71534	1.97362	0.01915	0.07525	0	0.10458	0.96445	0.38246	1.03259	0	0.74326	0	0.20181	0	0.00516	0	0.00034	0.33554	0.41587	0.02759	0.24041	0.14906	0.27777	0	0	0	0.5886	0.7776	0.11632	0.02442	0.01146	1.6054	0.46601	0.00682	0.32162	0.63963	3.07617	1.4563	0.64778	0.00446	2.51523	0.13652	1.28948	0.10457	0	0	0.08304	0	0	0	0	0	0	0	0.00674	0	0.00445	0	0.07451	0	0	0	0	0.2603	0	0
Capnocytophaga_sputigena	0.14984	0.01179	0.00371	0.01623	0	0	0.41676	0.1971	0.02897	0.01307	0.00892	0	0.02899	0.25732	0.72543	0.01387	0	0.64479	0.05352	0	0.0807	0.03564	0.01485	0.71725	0.78566	0.18713	0.10858	0	0	0.04411	0	0.00157	0	0.32027	0	0.01226	0	0.03142	0.22041	0	0.79351	0	0.02185	0	0.06005	0.1698	0.18869	0.15689	1.8673	2.91394	3.03456	0.49762	0.77097	1.03354	2.8318	0.17338	0.22959	0.41431	1.96047	2.51704	3.50382	0.97333	2.32006	0.26494	0.48287	0	0.04432	0.38149	1.79831	0.53588	0	1.29155	0	0.02878	0	0.00404	0	0	1.76848	0.25058	0.05312	0.19922	0.37162	2.41164	0	0	0	0.8949	3.48514	0.41279	0.03061	0.0039	2.37699	1.92455	0.00436	3.22995	0.09377	0.41211	1.82887	0.21512	0	2.71089	0.04736	1.06853	0	0	0	0.36615	0	0	0	0	0	0	0	0.01009	0	0.00388	0	0.18145	0	0	0	0	0.60354	0	0
Gemella_morbillorum	0.11498	0.06972	0	0.01101	0	0	0.01714	0.02281	0.00928	0.16636	0.01883	0.00331	0.03043	0.09759	0	0.06152	0.00267	0.19427	0.57962	0	0.6349	0.06797	0.01851	0.18806	0.14957	0.40333	2.39156	0	0	1.0884	0	0.00308	0	0.07818	0	0.01903	0	0.05556	0.45872	0.00939	0.59378	0	0.15027	0.02042	0.01759	0.1878	0.43788	0.18481	0.30873	0.2824	0.19531	0.27522	0.18131	0.11342	0.02238	0.03366	0.05058	0.13771	0.5197	1.6785	0.17925	0.05701	0.65611	0.15394	0.00266	0	0.16789	0.10701	0.45029	0.32572	0	0.09231	0	0.00864	0	0.03976	0	0	0.09461	0	0.04055	1.41627	0	0.82045	0	0	0	0.67993	0.18626	2.36128	0	0.00539	0.14796	2.38451	0.0792	0.3261	0.0464	0.02646	1.18897	0.05067	0	0.52573	0.02471	0.16569	0.00266	0.00777	0	0.95498	0	0.15899	0	0	0	0	0.00107	0.18033	0.01239	0.11295	0	1.69446	0	0	0	0	0.1457	0	0
TM7_phylum_sp_oral_taxon_348	0.46433	0.14933	0.02515	0.21	0	0.00891	2.30352	0.53384	0.81176	0.06784	0	0.36322	0.10782	0.89706	1.84423	0.42707	0	1.95856	0	0.0171	12.42241	0.79205	0	1.9745	0.85865	5.384	0.03485	0	0	0.1718	0	0.00768	0	0.4454	0	0.10109	0	0.30884	0.52182	0	0.09032	0	0.65576	0.1303	0.05106	0.21282	0.11451	0.02765	0.10022	0.00528	0	0.47881	0.03548	0.00307	0	0.13847	0	0.0405	0.03384	0.03839	0.01273	0.1192	0.0424	0	0.04301	0.24645	0.52688	2.91227	0.18449	6.2607	0	0.01986	0	0.33034	0	0.02383	0	0	0	0.11547	0.01897	0.78485	1.0982	0.00774	0	0	0	1.19899	0.15749	0.28393	0.00642	0.28704	0.17914	0.00736	0.02147	0.22795	1.06653	3.62211	2.37129	1.07158	0.04983	0.77632	0.52072	0.43274	0.22289	0.00781	0	0.89102	0	0.02081	0	0	0	0.02026	0	0.02613	0	0.16092	0	0.16285	0.00375	0	0	0	0.02302	0	0
Johnsonella_ignava	0.08531	0.19962	0.09387	0.01903	0	0	0.00924	0.49261	0.04976	0.05124	0.09127	0.52791	0.24058	0.50047	0.11003	0.1336	0.01947	0.05951	0.15603	0.01961	0.02543	0.47635	0	0.05664	0.62085	0.10221	0.06996	0.05547	0	1.97449	0	0.27491	0	0.28041	0.01153	0.26588	0.00238	2.58954	1.79687	0.07039	0.06282	0	0.05806	0.27783	0.00147	0.00515	0.27066	0.29748	0.24362	0.05721	0.12628	0	0	0.01159	0	0.11797	0	0.02856	0	0	0.04578	0.00034	0.27545	0.00107	0	0	0.14125	0.05615	0	0.01371	0.00411	0.02601	0.03939	0.20387	0.03113	0.01129	0	0.0073	0	0.44512	0.01812	0.26434	1.94028	0.01563	0	0	0.04446	0.01371	0.41483	0.1279	0.00438	0.00762	0.27157	0.04747	0.00337	0.13413	0.40686	0.22379	0.17228	0.01979	0.06311	0.0617	0.0666	0.79773	0.46013	0.00686	0.00359	0.31975	0	1.23014	0.01234	0	0.02896	0	0.09894	0.12374	0.01668	0.00846	0	0.1467	0	0.00743	0	0	0	0	0
Actinomyces_oris	0.02844	0.00891	0.10888	0.0209	0.00583	0	0.15208	0.15642	0.04977	0.01567	0.35529	0.07864	0.1875	0.14181	0.29042	0.02255	0.19738	0.07402	0.39618	0	0.31983	0.17478	0.12083	0.03486	0.14756	0.05098	1.28161	0.04312	0	0.14961	0	0.02356	0.00395	0.32637	0.01126	0.00533	0.14573	0.07371	0.37621	0	3.19307	0	0.02438	0.08175	0.43761	0.03774	0.45131	0.83107	1.61261	0.36427	0.26823	0.21266	0.08222	0.1206	0.1377	0.01974	0.47853	0.14375	0.45401	0.47918	8.95249	1.19144	1.17278	0.01905	0.04116	0	0.00388	0.00747	0.61244	0	0	0.23862	0	0	0	0.01398	0	0	0.02136	0	0.02303	0.05043	0	0.13145	0	0	0	0.01	0.0765	0.0916	0	0	0.26466	0.00215	0.01313	0.04454	0.00563	0	0.09536	0.16212	0	0.30544	0.01568	0.24309	0	0	0	0.29215	0	0.14037	0.0914	0	0.00728	0	0.00326	0.18307	0.0229	0.01026	0	0.09953	0.04992	0	0	0	0.36832	0	0
Capnocytophaga_gingivalis	0.06194	0.0006	0	0.00551	0	0	0.17525	0.22756	0.01007	0.0028	0.01005	0	0.01053	0.15602	0.45234	0.00407	0	0.39765	0	0	0.13445	0.02049	0.00545	0.39253	0.34517	0.09588	0.12955	0	0	0.03692	0	0.00048	0	0.30146	0	0.01296	0	0.00061	0.1194	0	0.59247	0	0	0	0.03662	0.09302	0.33173	0.77313	0.95325	1.57939	2.89709	0.92436	1.73456	0.89673	1.0961	0.09085	0.28272	0.71046	1.69768	6.86814	2.90906	0.69933	1.24643	6.24825	2.78538	0	0.02343	0.15173	1.35275	0.18857	0	0.37713	0	0.00786	0	0.00367	0	0	2.53831	0.11968	0.08028	0.21536	0.36472	3.93577	0	0	0	1.82673	1.9322	1.40942	0.02485	0.00142	1.99626	0.46888	0.00424	1.00392	0.04678	0.08896	1.49764	0.1998	0	1.25897	0.00502	1.10498	0	0.03236	0.00569	3.07199	0	0.03026	0	0	0	0	0	0.01295	0	0	0	0.28858	0	0	0	0	0.30809	0	0
Streptococcus_gordonii	0.01534	0	0.00108	0.00201	0	0	0.00251	0.06898	0.00028	0	0.04105	0	0.01652	0.15987	0.26172	0	0	0.2279	0.83165	0	0.83056	0.04369	1.08637	0.2265	0.17154	0.05647	12.36681	0.20116	0	1.95467	0	0	0	0.20881	0	0.00101	0	0.02127	2.50402	0.00465	2.80334	0	0.00525	0.0065	0.28183	0.17506	0.81012	0.68234	0.47537	0.02702	0.28263	0.23981	0.71828	0.1543	0.18802	0.05744	0.35309	0.36199	1.43201	4.43869	5.86651	0.39304	1.22558	0	0.00682	0	0.09045	0.70714	0.02186	0.58729	0	0.58791	0	0	0	0.00993	0	0	0.23833	0	0.01967	0.51639	0	0.31854	0	0	0	0.85252	0.87673	2.02563	0.00966	0.0003	0.92489	0.50156	0.06417	0.24514	0.14542	0	0.55912	0.17273	0	0.29394	0.0032	0.44635	0	0.0104	0	1.80996	0	0.11956	0	0	0	0	0	0.12568	0.001	0.00969	0	0.35384	0	0	0	0	0.10765	0	0
Eubacterium_yurii	0.09721	0.05641	0.01569	0.00626	0	0	0.13698	0.38363	0.05955	0.06163	0.18623	0.07171	0.03213	0.35997	0.87997	0.15081	0.00982	0.28093	0	0	0.35083	0.09042	0.03747	0.29809	0.81964	0.08592	0.05894	0	0	0	0	0.00468	0	0.13784	0	0.05117	0	0.38996	0.97152	0	0.10448	0	0.00787	0.00245	0	0.0194	0.09587	0.54145	0.39189	0.38741	0.48406	0.42949	0.06276	0.58422	0	0.04501	0.00826	0.08537	0.24449	0.12494	0.2153	0.15365	0.34099	0.00723	0.01233	0	0.18114	2.00459	0	3.66387	0	0.39538	0	0.15018	0	0.00267	0	0.00108	0.02612	0.613	0.0071	0.02515	1.10672	0.00981	0	0	0	0.6033	0.16418	0.02287	0	0.0159	0.22068	0.01047	0	0.27819	0.81216	0.26409	0.09142	0	0.03299	0.19613	0.2152	0.58593	0.14864	0	0	0.37296	0	0.19298	0	0	0	0	0.00358	0.0112	0.00758	0.00226	0	0.01821	0	0	0	0	0	0	0
Capnocytophaga_leadbetteri	0.11964	0	0	0.01131	0	0	0.09271	0.05386	0.0013	0.01515	0	0	0.02184	0.29231	0.02358	0.00025	0	0.51248	0	0	0.0479	0.0269	0.00852	0.51427	0.15834	0.13278	0.02	0	0	0.01499	0	0.00155	0	0.11298	0	0.01639	0	0.00418	0.05048	0	0.15095	0	0	0	0.01575	0.11893	0.09289	0.18564	0.75464	0.15331	1.3429	0.92585	4.02998	0.97242	0.86336	0.11521	0.07085	0.18828	3.2793	1.85032	0.89949	0.5504	1.49908	1.84197	3.6305	0	0.02337	0.34154	0.27902	0.64573	0	0.3203	0	0.00544	0	0.00223	0	0	3.80731	0.06646	0.06576	0.13708	0.05393	3.10119	0	0	0	0.69151	0.7343	0.26619	0.01119	0	1.07515	1.32943	0	0.46741	0.05804	0.03921	0.55811	0.27017	0	0.81285	0.02137	0.74473	0	0.00399	0	0.51246	0	0.01004	0	0	0	0	0	0.00579	0	0.00821	0	0.14738	0	0	0	0	0.12803	0	0
